ID	TARGET	TEXT	CLEAN_SENTENCES	SEGMENT_SENTENCES
2323	开放二胎	其实更愿意生二胎的是70后，他们成长过程中有过兄弟姐妹的陪伴，更明白手足的意义，更愿意给孩子一个幸福的陪伴。80后都是一个人长大，从未体会情同手足，更会觉得多一个孩子是负担、是对老大爱的分割，对于生二胎没有思想准备更没有感同身受的认同。全面二胎来得太晚，是对70后的辜负，对80后的挑战。	其实更愿意生二胎的是 后 他们成长过程中有过兄弟姐妹的陪伴 更明白手足的意义 更愿意给孩子一个幸福的陪伴 后都是一个人长大 从未体会情同手足 更会觉得多一个孩子是负担 是对老大爱的分割 对于生二胎没有思想准备更没有感同身受的认同 全面二胎来得太晚 是对 后的辜负 对 后的挑战 	其实,更,愿意,生二胎,二胎,的,是,后,他们,成长,过程,中,有,过,兄弟,兄弟姐妹,姐妹,的,陪伴,更,明白,白手,手足,的,意义,更,愿意,给,孩子,一个,幸福,的,陪伴,后,都,是,一个,个人,长大,从未,体会,情同手足,手足,更,会,觉得,多,一个,孩子,是,负担,是,对,老大,爱,的,分割,对于,生二胎,二胎,没有,思想,准备,更,没有,有感,感同身受,身受,的,认同,全面,二胎,来得,太晚,是,对,后,的,辜负,对,后,的,挑战
2324	开放二胎	#姚晨怀二胎# 名人怀二胎也无需大惊小怪，关注可以没必要炒作。给她们一个宽松的私人空间吧。	 姚晨怀二胎 名人怀二胎也无需大惊小怪 关注可以没必要炒作 给她们一个宽松的私人空间吧 	姚,晨,怀,二胎,名人,怀,二胎,也,无需,大惊小怪,关注,可以,没,必要,炒作,给,她们,一个,宽松,的,私人,空间,吧
2325	开放二胎	#姚晨怀二胎#哇哦！姚晨怀二胎喽~希望给土豆生个跟姚大嘴一样的长腿妹妹~以前怎样都无所谓，现在幸福就好!大爱姚大嘴！么么哒祝幸福@姚晨	 姚晨怀二胎 哇哦 姚晨怀二胎喽 希望给土豆生个跟姚大嘴一样的长腿妹妹 以前怎样都无所谓 现在幸福就好 大爱姚大嘴 么么哒祝幸福 姚晨	姚,晨,怀,二胎,哇,哦,姚,晨,怀,二胎,喽,希望,给,土豆,生,个,跟,姚,大,嘴,一样,的,长,腿,妹妹,以前,怎样,都,无所,无所谓,所谓,现在,幸福,就,好,大,爱,姚,大,嘴,么,么,哒,祝,幸福,姚,晨
2326	开放二胎	每次看到老婆这个群里200多个羊年生娃，痛骂开放二胎，互相打气拒绝父母不科学育儿，不在乎男女孩，不给小孩吃中药（至少主流）的妈妈们，我就心里紧张，这都是竞争啊	每次看到老婆这个群里 多个羊年生娃 痛骂开放二胎 互相打气拒绝父母不科学育儿 不在乎男女孩 不给小孩吃中药 至少主流 的妈妈们 我就心里紧张 这都是竞争啊	每次,看到,老婆,这个,群,里,多个,羊,年,生,娃,痛骂,开放,二胎,互相,相打,打气,拒绝,父母,不,科学,育儿,不在,不在乎,在乎,男女,女孩,不,给,小孩,吃,中药,至少,主流,的,妈妈,们,我,就,心里,紧张,这,都,是,竞争,啊
2327	开放二胎	又到了北京柳絮乱飞的季节，计生委员会又该对柳絮实行结扎。柳树们纷纷表示抗议：为什么你们人类都开放二胎了，我们多散散种子为什么就不行！	又到了北京柳絮乱飞的季节 计生委员会又该对柳絮实行结扎 柳树们纷纷表示抗议 为什么你们人类都开放二胎了 我们多散散种子为什么就不行 	又,到,了,北京,柳絮,乱飞,的,季节,计生,计生委,委员,委员会,又,该,对,柳絮,实行,结扎,柳树,们,纷纷,纷纷表示,表示,抗议,为什么,什么,你们,人类,都,开放,二胎,了,我们,多,散散,种子,为什么,什么,就,不行
2328	开放二胎	如今又是二胎的节奏，却是自己考虑好计划中的事～希望把两个娃带到幼儿园，这段时间也能认真积累，找到自己真正想做的事，并为之努力～如果在这个游泳池不会游泳，那么换个游泳池也不会游！这句话激励朝三暮四的自己！只有好好的扎根在一个点，才有能力去往别的点～	如今又是二胎的节奏 却是自己考虑好计划中的事 希望把两个娃带到幼儿园 这段时间也能认真积累 找到自己真正想做的事 并为之努力 如果在这个游泳池不会游泳 那么换个游泳池也不会游 这句话激励朝三暮四的自己 只有好好的扎根在一个点 才有能力去往别的点 	如今,又,是,二胎,的,节奏,却是,自己,考虑,好,计划,中,的,事,希望,把,两个,娃,带到,幼儿,幼儿园,这段,段时间,时间,也,能,认真,积累,找到,自己,真正,想,做,的,事,并为,之,努力,如果,果在,这个,游泳,游泳池,泳池,不会,游泳,那么,换,个,游泳,游泳池,泳池,也,不会,游,这,句,话,激励,朝三暮四,的,自己,只有,好好,的,扎根,在,一个,一个点,才,有,能力,去往,别的,点
2329	开放二胎	看着雾蒙蒙的天，在想国家为得要明目张胆开放二胎，因得经济跟不上就又要鼓励多生养，我以后的孩子得呼吸这雾霾，跟辣么多个孩子竞争，我是也应该多给他搞几个兄弟姐妹来帮忙啊	看着雾蒙蒙的天 在想国家为得要明目张胆开放二胎 因得经济跟不上就又要鼓励多生养 我以后的孩子得呼吸这雾霾 跟辣么多个孩子竞争 我是也应该多给他搞几个兄弟姐妹来帮忙啊	看着,雾蒙蒙,蒙蒙,的,天,在,想,国家,为,得,要,明目,明目张胆,开放,二胎,因,得,经济,跟不上,就,又,要,鼓励,多,生养,我,以后,的,孩子,得,呼吸,这,雾,霾,跟,辣,么,多个,孩子,竞争,我,是,也,应该,多,给,他,搞,几个,兄弟,兄弟姐妹,姐妹,来,帮忙,啊
2330	开放二胎	#姚晨怀二胎#第二胎是不是叫小优酷了。@姚晨	 姚晨怀二胎 第二胎是不是叫小优酷了 姚晨	姚,晨,怀,二胎,第二,第二胎,二胎,是不是,不是,叫,小,优,酷,了,姚,晨
2331	开放二胎	#姚晨怀二胎#当姚晨给小土豆说即将有个小小地瓜时，小土豆表情是这样的	 姚晨怀二胎 当姚晨给小土豆说即将有个小小地瓜时 小土豆表情是这样的	姚,晨,怀,二胎,当,姚,晨,给,小土,小土豆,土豆,说,即将,有,个,小小,地瓜,瓜时,小土,小土豆,土豆,表情,是,这样,的
2332	开放二胎	小咂，你得响应国家号召，让你辰爸墨妈和乐爸鹿妈各自给你整n+1个弟弟！得是 #全面二胎# 啊！	小咂 你得响应国家号召 让你辰爸墨妈和乐爸鹿妈各自给你整 个弟弟 得是 全面二胎 啊 	小,咂,你,得,响应,国家,号召,让,你,辰,爸,墨,妈,和乐,爸,鹿,妈,各自,自给,你,整,个,弟弟,得,是,全面,二胎,啊
2333	开放二胎	以前我是很想生二胎、三胎的，现在自从有了闺女我渐渐消失了对二胎、三胎的向往，只想宝贝能健健康康、快快乐乐成长，就像我家的狗宝贝们，有了多多，勉强接受哈利，再难以接受哈瑞了，不是不爱，是我实在是没有那么大的心。	以前我是很想生二胎 三胎的 现在自从有了闺女我渐渐消失了对二胎 三胎的向往 只想宝贝能健健康康 快快乐乐成长 就像我家的狗宝贝们 有了多多 勉强接受哈利 再难以接受哈瑞了 不是不爱 是我实在是没有那么大的心 	以前,我,是,很,想,生二胎,二胎,三胎,的,现在,自从,有,了,闺女,我,渐渐,消失,了,对,二胎,三胎,的,向往,只,想,宝贝,能,健健康康,健康,康,快快,快快乐乐,快乐,乐乐,成长,就,像,我家,的,狗宝,宝贝,们,有,了,多多,勉强,接受,哈利,再,难以,接受,哈,瑞,了,不是,不,爱,是,我,实在,是,没有,那么,大,的,心
2334	开放二胎	总觉得我们独生子女90后是悲哀的，80年代计划生育到90前后进行到最残酷严苛的时候，父母承受了很多，90后的我们要承受一辈子的孤单，没有兄弟姐妹 会为我们分担，当90后们长大成人了，该结婚生育了，恩典曰放开政策，90后的下一代莫名的要承受未来巨大的竞争压力，总觉得这里面哪里是不是不对	总觉得我们独生子女 后是悲哀的 年代计划生育到 前后进行到最残酷严苛的时候 父母承受了很多 后的我们要承受一辈子的孤单 没有兄弟姐妹 会为我们分担 当 后们长大成人了 该结婚生育了 恩典曰放开政策 后的下一代莫名的要承受未来巨大的竞争压力 总觉得这里面哪里是不是不对	总觉,觉得,我们,独生,独生子,独生子女,生子,子女,后,是,悲哀,的,年代,计划,计划生育,生育,到,前后,后进,进行,到,最,残酷,严苛,的,时候,父母,承受,了,很多,后,的,我们,要,承受,一辈,一辈子,辈子,的,孤单,没有,兄弟,兄弟姐妹,姐妹,会,为,我们,分担,当,后,们,长大,长大成人,大成,成人,了,该,结婚,生育,了,恩典,曰,放开,政策,后,的,下一代,一代,莫名,的,要,承受,未来,巨大,的,竞争,压力,总觉,觉得,这里,里面,哪里,是不是,不是,不对
2335	开放二胎	我不会生二胎了，就要这一个宝贝女儿就够了。不能忍！	我不会生二胎了 就要这一个宝贝女儿就够了 不能忍 	我,不会,会生,生二胎,二胎,了,就要,这,一个,宝贝,宝贝女儿,女儿,就,够,了,不能,忍
2336	开放二胎	深夜，又收到微信，有一搭没一搭的寒暄回复...说得都是我的委屈我却装作若无其事...我从不会把不如意的生活摆给一个男人看。不要说得自己很幸福，冷暖自知……不要奢望你的妥协会感动一个男人，渐渐地便是习惯成自然……二胎的路看不到希望，我努力让自己平静 |楚雄·鹿城...	深夜 又收到微信 有一搭没一搭的寒暄回复 说得都是我的委屈我却装作若无其事 我从不会把不如意的生活摆给一个男人看 不要说得自己很幸福 冷暖自知 不要奢望你的妥协会感动一个男人 渐渐地便是习惯成自然 二胎的路看不到希望 我努力让自己平静 楚雄 鹿城 	深夜,又,收到,微,信,有,一,搭,没一搭,的,寒暄,回复,说,得,都,是,我,的,委屈,我,却,装作,若无,若无其事,其事,我,从不,不会,把,不如,不如意,如意,的,生活,摆,给,一个,男人,看,不要,要说,得,自己,很,幸福,冷暖,冷暖自知,自知,不要,奢望,你,的,妥协,协会,感动,一个,男人,渐渐,渐地,便是,习惯,习惯成自然,自然,二胎,的,路,看不到,不到,希望,我,努力,让,自己,平静,楚雄,鹿城
2337	开放二胎	#姚晨怀二胎#孕傻期姚女士。期待十一月你添个地瓜🍠。到时候分着给大家吃。 ps：虽然我现在不知道怎么表达我的心情	 姚晨怀二胎 孕傻期姚女士 期待十一月你添个地瓜 到时候分着给大家吃 虽然我现在不知道怎么表达我的心情	姚,晨,怀,二胎,孕,傻,期,姚,女士,期待,十一,十一月,一月,你,添个,地瓜,到时候,时候,分,着,给,大家,吃,虽然,我,现在,不知,知道,怎么,表达,我,的,心情
2338	开放二胎	就我家的小环境来看，计划生育政策对我个人的影响有限，而从我的同学们看起来，其实独生子女也未必真落了多少实处。尽管如此，我也能清楚的看到独生女和非独生女的区别。开放全面二胎看似是解放国家对个人生育权的控制，然而就我国实际而言，肯定会导致女性社会地位的倒退。希望这种倒退只是阵痛。	就我家的小环境来看 计划生育政策对我个人的影响有限 而从我的同学们看起来 其实独生子女也未必真落了多少实处 尽管如此 我也能清楚的看到独生女和非独生女的区别 开放全面二胎看似是解放国家对个人生育权的控制 然而就我国实际而言 肯定会导致女性社会地位的倒退 希望这种倒退只是阵痛 	就,我家,的,小,环境,来看,计划,计划生育,生育,政策,对,我,个人,的,影响,有限,而,从,我,的,同学,同学们,看起,看起来,起来,其实,独生,独生子,独生子女,生子,子女,也,未必,真,落,了,多少,实处,尽管,尽管如此,如此,我,也,能,清楚,的,看到,独生,独生女,和,非独,独生,独生女,的,区别,开放,全面,二胎,看似,似是,解放,国家,对,个人,人生,生育,生育权,的,控制,然而,就,我国,实际,而言,肯定,定会,导致,女性,社会,会地,地位,的,倒退,希望,这种,倒退,只是,阵痛
2339	开放二胎	身后跟着俩女小学生，一个说：我很快就会有ipad了。另一个问：为什么？前一个答：爸爸想要个小弟弟，我给他提出的条件是要给我买台ipad。哎哟，这是开放二胎促进消费最直接的证据。	身后跟着俩女小学生 一个说 我很快就会有 了 另一个问 为什么 前一个答 爸爸想要个小弟弟 我给他提出的条件是要给我买台 哎哟 这是开放二胎促进消费最直接的证据 	身后,跟着,俩,女,小学,小学生,学生,一个,说,我,很快,就,会,有,了,另,一个,问,为什么,什么,前,一个,答,爸爸,想要,个,小弟,小弟弟,弟弟,我,给,他,提出,的,条件,是,要,给,我,买,台,哎哟,这,是,开放,二胎,促进,消费,最,直接,的,证据
2340	开放二胎	思妹劝生二胎的全过程 |秒拍视频 .	思妹劝生二胎的全过程 秒拍视频 	思,妹,劝,生二胎,二胎,的,全过程,过程,秒,拍,视频
2341	开放二胎	十八岁以后父母对你没有抚育责任了。父母也是自由的，愿不愿意二孩也是他们的选择。重男轻女，强制沦为生育工具，不是全面二胎的锅，而是社会上的人思想本来有问题，这个政策不是根源。但是的确强制性的独生子女政策已经杀掉了很多小孩了。不过我还是在思考有思想的生物算人，还是已经存在的胚胎算人。	十八岁以后父母对你没有抚育责任了 父母也是自由的 愿不愿意二孩也是他们的选择 重男轻女 强制沦为生育工具 不是全面二胎的锅 而是社会上的人思想本来有问题 这个政策不是根源 但是的确强制性的独生子女政策已经杀掉了很多小孩了 不过我还是在思考有思想的生物算人 还是已经存在的胚胎算人 	十八,十八岁,八岁,以后,后父,父母,对,你,没有,抚育,责任,了,父母,也,是,自由,的,愿不愿,愿不愿意,愿意,二,孩,也,是,他们,的,选择,重男轻女,强制,沦为,为生,生育,工具,不是,全面,二胎,的,锅,而是,社会,会上,的,人,思想,本来,有,问题,这个,政策,不是,根源,但是,的确,强制,强制性,的,独生,独生子,独生子女,生子,子女,政策,已经,杀掉,了,很多,小孩,了,不过,我,还是,在,思考,有,思想,的,生物,算,人,还是,已经,存在,的,胚胎,算,人
